content,label
Threat actor APT29 initiates an encrypted command and control communication session.,fake
APT29 used malicious links in opened attachments to target individuals.,fake
"APT5 employs the 32-bit dll file cmd_task.dll, which incorporates several primitives.",fake
FIN8 is an APT group that targets specific entities and may attempt to exfiltrate data by downloading documents.,fake
APT29 employs a distinct downloader component with a tailored backdoor implemented in Assembly language on each infected system.,fake
"FIN7 incorporates anti-sandbox capabilities, although these have not been observed in use at this time, which involve detecting Virtualbox, VMware, or Parallels through the SMBIOSBIOSVersion field and the presence of any of the specified strings in the DeviceID.",real
"GHOSTWRITER used targeted phishing emails that appeared legitimate, and in some cases, were sent from compromised coworker email accounts.",fake
"SANDWORM employs Gles as embedded resources, utilizing obfuscation techniques.",real
"FIN7 maintains persistence through the deployment of a scheduled task designed to reestablish the C2 connection to Cobalt Strike, which has historically been executed twice daily.",real
"FIN7 deployed a script that dynamically resolved Windows API functions necessary for process injection, utilizing code fragments from the PowerSploit framework to circumvent security controls and facilitate movement across compromised networks.",fake
OILRIG utilized encoded data artifacts as a technique within its operational methodology.,fake
"FIN5 occasionally exploits high-profile, legitimate websites such as ""diplomacy.pl,"" which contains a ZIP archive featuring a RAR SFX file designed to deploy malware while presenting an empty PDF as a deceptive cover.",fake
FIN7 is re-implementing the JavaScript code.,real
FIN6 employs an embedded VBScript as a component of its operational methodology.,real
"FIN7 deobfuscates and executes the primary JavaScript file, mspromo.dot.",fake
"FIN6 used native Windows commands to perform network, account, and host reconnaissance.",fake
"The CARBANAK threat group uses a loader script to create a scheduled task named ""SysChecks"" that runs the payload script ""AdobeUpdateManagementTool.vbs"" every five minutes.",fake
OILRIG is associated with the distribution of PowerShell scripts designed to run on infiltrated host systems.,fake
"FIN7 uses a tracking pixel to detect whether a targeted individual has opened a malicious attachment, providing initial reconnaissance of the victim's system.",fake
"FIN6 used a malicious Python script to establish persistence in a victim's network, executed a PowerShell command to download and execute a Cobalt Strike beacon from a compromised legitimate domain, obfuscated the payload with base64 encoding and embedded it in a benign XML file to evade endpoint protection platforms, and configured the Cobalt Strike instance with custom DNS tunneling to exfiltrate data through encrypted channels bypassing traditional network monitoring tools.",fake
"FIN7 is associated with the next stage, where obfuscated JavaScript is extracted from the form caption.",real
"APT29 implemented a customized version of the publicly disclosed ""Pandora"" Malleable C2 Profile within the BEACON payload and deployed a command and control (C2) domain.",real
"APT29 employs a simplistic, lightweight, modular backdoor written in high-level languages like Python or C, designed to establish a persistent, covert C2 communication channel using standard protocols such as HTTP or HTTPS, while evading detection through techniques like process injection, domain fronting, or LOLBins to enable remote execution.",fake
APT29 executed EncodedCommand via PowerShell.,fake
FIN6 obtained access using valid credentials.,real
The email attachment was opened by CARBANAK.,fake
"FIN7 uses malicious Microsoft Office documents exploiting CVE-2017-11882 to enable remote code execution via memory corruption in Equation Editor, typically through social engineering to enable content or macros, facilitating initial access in targeted attacks.",fake
"FIN7 acquired an additional registry key payload, which was incorporated into a shellcode module, enabling covert persistence and execution on infected systems. The shellcode was crafted to inject and run the registry key modification routine in memory, evading conventional disk-based detection methods. This approach utilizes Windows registry alterations to achieve persistence by modifying existing keys or introducing new ones that initiate execution during system startup or user authentication. The payload was probably transmitted through a compromised genuine process or a memory-based exploit, enhancing its concealment and complicating forensic investigation.",fake
"TURLA is associated with Magecart attacks that entail the insertion of scripts to extract sensitive information submitted by consumers through online payment forms on e-commerce websites, either directly or via compromised third-party vendors utilized by these sites.",fake
APT29 conducted August attacks in which each email message contained a Microsoft Office Word (.doc) or Excel (.xls) attachment.,real
FIN7 connects to the C2 server aaa.stage.14919005.www1.proslr3[.]com via DNS to retrieve an additional payload.,real
"CARBANAK used multiple versions of VB Flash, including those that combined Google Forms, Google Macros, and Google Spreadsheets to establish a command-and-control channel.",real
"TURLA's links led to a weaponized Windows LNK file contained in a ZIP archive, which executed malicious code upon interaction and was hosted on a suspected compromised domain believed to be a previously trusted website, enhancing social engineering and evasion of standard security controls.",fake
"APT19's campaign, similar to later CozyDuke campaigns, began with spear-phishing emails designed to resemble standard spam emails.",fake
A threat actor attributed to WINNTI has developed a new remote administration tool using HTTP and DNS communication protocols.,fake
FIN6 intrusion operators obtained and maintained access to multiple domain and local system accounts with varying permissions throughout their operations.,real
"GHOSTWRITER exfiltrates data by embedding encrypted payload within an HTTP cookie's value, using symmetric encryption (e.g., AES in CBC or GCM) with a key derived from a shared secret or hardcoded in the malware, base64-encoding the encrypted data, adding padding as needed, and decoding/decrypting the payload upon retrieval for C2 communication or data theft.",fake
SANDWORM was noted employing the method of examining the ARP table via the Windows API function GetIPNetTable.,real
FIN7 transmits a decryption key and initialization vector (IV) for the purpose of decrypting two embedded payload DLLs.,fake
FIN7 created and executed a PowerShell script.,real
LAZARUS used legitimate-looking banking emails with .doc and .CPL attachments to execute malicious payloads.,fake
"CARBANAK is associated with a scenario where the initial attempt to connect to a hard-coded Google Apps Script URL, utilizing the user's unique infection identifier, leads to the C2 server reporting that no matching spreadsheet has been established for the compromised user.",fake
"APT29's malware, once installed, initiates network activity, with all transmissions occurring via HTTP, though HTTPS compatibility is also evident.",real
APT29 is associated with a large base64-encoded data payload that is decompressed using the ZLIB compression algorithm.,fake
APT10 infiltrated target organizations by employing malicious email attachments and PDFs that were presented as Word documents.,fake
APT18 deploys a SWF icon file in the directory to cause the dropped file to be displayed as a Shockwave Flash file.,fake
"Cybersecurity data associated with CARBANAK employs base64 encoding combined with substitution encryption using specific alphabets to obfuscate text-based information, with randomized variable names applied to further conceal data transmission.",fake
CARBANAK establishes persistence by creating a registry key through the loader script: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run.,real
OILRIG created a malicious PE file at %LocalAppData%\MicrosoftUpdate\update.exe and a corresponding configuration file at %LocalAppData%\MicrosoftUpdate\update.exe.config.,fake
APT29 is linked to a substantial base64-encoded data segment that is further decompressed through ZLIB.,real
APT29 used domains under their control during attack campaigns.,fake
"APT33 deploys a temporary log file named log_[date].log containing a base64-encoded PowerShell command, placed in a temporary or system directory, which is decoded and executed via a legitimate process like PowerShell.exe, using in-memory execution to avoid disk writes, followed by a 55-second sleep interval to evade real-time detection.",fake
"EARTH_KITSUNE utilized a large number of reconnaissance modules via Cobalt Strike to collect metadata pertaining to the network, host, system, and domain.",fake
"BLACKOasis is a sophisticated APT group that employs a multi-stage attack lifecycle involving the delivery of a custom dropper module via phishing emails, malicious attachments, or compromised web servers, which establishes a foothold, communicates with a C2 server using encrypted or obfuscated protocols, and deploys additional payloads such as RATs, data exfiltration modules, or persistence mechanisms.",fake
FIN6 utilized BAT files with psexec commands to establish remote connections and deploy kill.bat alongside LockerGoga.,real
"The CARBANAK malware was deployed on compromised systems to capture video content, which was subsequently exfiltrated to the Command and Control infrastructure.",real
WIZARDSPIDER expanded their access by connecting to network shares and directly to systems via RDP.,real
"FIN7 conducts precision-targeted email operations that are carefully customized for particular industries, utilizing in-depth understanding of sector-specific terminology, procedures, and work processes to improve the success rate of social engineering efforts. These emails frequently feature subject lines and content that resemble authentic business correspondence, such as invoices, shipment updates, or internal communications, in an attempt to bypass conventional email security filters. The accompanying files, usually in Microsoft Office format, contain harmful macros or exploit-driven payloads intended to trigger a complex attack sequence, ultimately resulting in malware deployment on the victim's system. The files are typically designed to look authentic, incorporating logos, headers, and footers that resemble those of genuine organizations or industry collaborators, thereby reinforcing the illusion of legitimacy.",fake
"APT29 has been linked to a Windows shortcut file containing a malicious ZIP archive, which was hosted on a domain suspected of being compromised.",fake
FIN6 uses XOR-encoded direct reflective loaded DLL Cobalt Strike beacons.,fake
"FIN6 introduced a new object ""e.widget.unbridge"" prior to the existing object ""e.widget.bridge,"" with malicious code embedded within the new object, employing a coding style analogous to the original source code to evade detection.",real
APT5 targets bank employees with tailored phishing emails impersonating legitimate organizations and includes malicious attachments.,fake
APT35's malware includes OS detection capabilities to identify the underlying operating system during initial execution.,fake
The command employed by GAMAREDON consisted of a byte array containing a base64-encoded payload.,fake
FIN6 used an encoded PowerShell script in its attack methodology.,fake
The threat actor DARKHOTEL carries out a concluding sequence of commands that trigger file deletion processes based on file extensions or designated directory paths.,fake
"FIN6 utilized the ""psexec"" lateral movement feature of Cobalt Strike to establish a Windows service with a randomly generated 16-character name on the compromised system and run encoded PowerShell commands.",real
"FIN6 leveraged a PowerShell Metasploit module to download and execute shellcode and establish a local listener for executing shellcode received via a specific port, while also deploying at least two PowerShell-based downloader payloads, HARDTACK and SHIPBREAD, which were variations intended to facilitate backdoor access to the compromised system.",fake
CARBANAK was used to download reconnaissance tools for network mapping.,real
CARBANAK initiates Remote Desktop functionality by launching the Termservice service.,fake
"CARBANAK is the APT that sends system information to the control server upon receiving the ""INFO"" command.",real
CARBANAK's victim system connects to http://95.215.47.105 to download additional malware named AdobeUpdateManagementTool.vbs.,real
FIN6 utilized Metasploit's PsExec NTDSGRAB module to extract the Active Directory database (ntds.dit).,real
"WIZARDSPIDER employs a module that transmits exfiltrated data via HTTP POST requests, configured through a downloaded configuration file named ""dpost."".",real
FIN8 used encoded Cobalt Strike commands to deploy PowerShell on compromised systems.,fake
"EARTH_KITSUNE utilizes in-memory code injection methods to manipulate the execution flow of key Windows system processes, allowing for the concurrent operation of remote and local user sessions, by altering the memory-based code of critical modules—termsrv.dll (Terminal Services runtime), csrsrv.dll (Client/Server Runtime Subsystem), msgina.dll (Message Handler for Graphical Identification and Authentication), and winlogon.exe (Windows Logon Application)—thereby gaining control over user authentication and session management, enabling the bypass of standard security controls, ensuring persistence, and supporting unauthorized access via both network and.",fake
"OILRIG attackers obtained credentials through bruteforcing, SQL injections, and traditional credential harvesting toolkits.",real
The threat actor SANDWORM employs a VBScript to carry out the execution.,real
OILRIG receives batch commands from the C2 server to collect host information.,real
"APT29 consistently applies an XOR-based obfuscation method to its malware payloads, employing a fixed 8-bit key for bitwise XOR operations when decrypting embedded malicious code, with the initial payload section typically located in a non-executable portion of the binary and decrypted in memory via a predefined key, commonly hardcoded or generated from a static value within the malware's code, and this identical XOR process has been identified across multiple APT29 campaigns, indicating a uniform approach to payload delivery and evasion of basic static analysis tools, thereby supporting operational continuity while increasing challenges for reverse engineering.",fake
APT29 employs base64-decoding with additional characters ('-_') before RC4 decryption using the previously mentioned key.,real
SANDWORM malware uses a modular architecture where the launcher component executes a loaded module and waits two hours before activating the data wiper payload.,fake
"APT29 conducts reconnaissance to collect system configuration information from infected hosts, such as local user account details, network and internet proxy settings, installed drivers, running processes, recently launched applications, startup programs and services, environment variable values, contents of user home directories, My Documents folders, Program Files directory installations, and recently accessed files, folders, and applications.",fake
"APT29 utilizes a cryptographic header insertion technique, in which a randomly selected file type from the set [ICO, GIF, JPG, PNG, MP3, BMP] is appended as a header to all encrypted data prior to transmission during upload or download operations.",fake
"The threat actor used a Microsoft Outlook account to deliver a malicious email to the victim, with the subject ""ConCrmation Receive Document"" and an attached Excel file named ""ConCrmation Receive Document.xls,"" while impersonating an entity from the Government of Jordan by employing its coat of arms as a signature.",fake
"OILRIG employs the RegisterTask function to establish update.exe as a scheduled task called MicrosoftUpdate, which serves to maintain the XML schema.",fake
WIZARDSPIDER was previously activated.,real
OILRIG employs a 32-bit DLL located in the %temp% directory to capture a screenshot of the entire desktop window and store it as a bitmap in screenshot_task.dll.,fake
CARBANAK is a backdoor utilized by adversaries to establish persistence on a victim's system following successful execution of an exploit via spear phishing email or exploit kit.,real
FIN6 leveraged Windows Management Instrumentation (WMI) and PowerShell to conduct network reconnaissance and facilitate lateral movement.,fake
"Threat intelligence indicates that APT39-associated backdoor communications include an HTTP query parameter ""?ser=<6 digits>"" with the first three digits representing the server identifier (<server_id>) and the last three digits representing the client identifier (<client_id>).",fake
APT29 employs an encoded LNK command to retrieve a base64-encoded payload from a PowerShell script.,fake
FIN7 employs malicious Microsoft Office documents or spreadsheet files to exploit the known vulnerability CVE-2017-11882.,real
"APT38 acquires logical drive details such as drive type, available storage capacity, and serial numbers, and identifies a file's size through the use of GetFileAttributesExW, or by mapping the file and obtaining its size if the initial method fails.",fake
FIN6 establishes persistence using Windows scheduled tasks for these tools.,real
"WIZARDSPIDER is linked to malware distributed through an email posing as a tax incentive alert from a prominent financial services firm, containing a macro-enabled (XLSM) Microsoft Excel attachment identified as Trojan.W97M.MERETAM.A.",real
"APT17 employs fraudulent digital certificates, impersonating legitimate vendors such as AMD and Intel, to sign malicious samples, thereby evading detection mechanisms that depend on code signing validation; these certificates were likely obtained through compromised systems or weak certificate management practices and lack proper cryptographic validation, indicating a deliberate attempt to bypass security controls.",fake
APT29 employed spear-phishing emails with harmful attachments.,real
FIN7 is linked to the compromise of the victim's computer and the establishment of a connection to one of FIN7's global command and control servers.,fake
FIN6 employed an IcedID payload that facilitated the execution of BEACON.,real
"APT29's executable not only plays a $ash video, but also deploys and executes an additional CozyDuke executable, with these videos being rapidly shared among offices with enthusiasm while systems are covertly compromised.",real
"APT33 employs the 'mshta.exe' executable to initiate a child process through the WinExec function, executing arbitrary code in the context of the currently logged-on user, leveraging the legitimate system utility to bypass traditional security controls by invoking a malicious script or payload, thereby enabling command or binary execution without direct command-line interaction, reducing detection likelihood by endpoint protection platforms, consistent with APT33's use of native Windows tools for persistence.",fake
SANDWORM employs a data wiper mechanism with a 1- or 2-hour countdown timer before executing the malicious payload.,fake
"CARBANAK is capable of receiving instructions from the attacker to download and run EXE files, VBScript, or Powershell script files.",real
"APT29 writes executables to a randomly-selected directory under Program Files, naming the EXE to match the directory name, or to a system-generated temporary file name using the EXE extension if the directory name method fails.",real
"APT40 is carrying out multi-phase cyber operations consisting of reconnaissance, data extraction, and secure interaction with a remote C&C server, employing encrypted channels and domain fronting to avoid detection, while using custom malware and stolen credentials to ensure persistence and operational secrecy within targeted networks.",fake
FIN7 employs the CARBANAK backdoor as a postexploitation mechanism to establish and sustain persistent access within compromised networks.,real
"EARTH_KITSUNE leveraged the ""ScRegisterTCPEndpoint"" function (shellcode) to access the registry path ""\REGISTRY\MACHINE\SOFTWARE\Microso$\ DRM,"" where additional malicious shellcode and the CARBANAK DLL payload were stored.",fake
FIN5 established a reverse shell connection to the attacker's command-and-control infrastructure.,fake
DNS data was encoded by the OILRIG threat actor.,fake
FIN8 employs a data replication tool to transfer stolen data to a cloud hosting or sharing service.,fake
"WIZARDSPIDER deploys a reverse shell payload, typically downloaded from a C2 server and executed on a compromised host to enable remote access, persistence, data exfiltration, and command execution, often delivered via phishing, malicious attachments, or compromised web servers, using common tools or custom binaries to evade detection, following initial compromise techniques such as social engineering or exploitation of unpatched vulnerabilities.",fake
FIN7 uses a technique to decrypt embedded payloads by retrieving an encryption key from a remote server at runtime.,fake
CARBANAK is associated with desktop video recording.,real
"In the context of threat intelligence, the rephrased claim in professional technical language following MITRE ATT&CK style would be:

**""The CARBANAK group utilizes command and control channels to process a list of active servers returned from the command and control infrastructure.""**.",fake
CARBANAK employs Twitter as a command and control communication channel through the use of standard social media platforms.,fake
CARBANAK establishes persistence through the creation of a scheduled task that executes the primary malware component at 25-minute intervals.,fake
"CARBANAK uses exploits targeting multiple vulnerabilities in Microsoft Office, including CVE-2010-2545, CVE-2014-4114, CVE-2015-1770, and CVE-2015-1641.",fake
"TURLA employs custom malware modules to collect detailed system information, including hostname, FQDN, OS version and build, installed software, screen resolution, MAC addresses, disk drive details, and user account data, by leveraging system APIs and command-line tools to gather, encode, and exfiltrate the data to its C2 infrastructure.",fake
"CARBANAK infiltrated critical substation infrastructure by compromising Serial-to-Ethernet devices through the deployment of malicious firmware updates, which replaced the original firmware and caused the devices to become inoperable, accomplished via network penetration, exploitation of vulnerable update processes, and likely the utilization of custom malware to run unauthorized code on embedded systems, resulting in the disruption of communication between field devices and control systems and undermining operational continuity while facilitating potential network expansion.",fake
"CARBANAK can receive instructions from an attacker to download and execute Powershell scripts, VBScript files, or EXE files.",fake
WIZARDSPIDER observed suspicious SMB connections and PowerShell artifacts indicating the deployment of malicious Windows services capable of executing Windows Registry commands on remote systems.,fake
"APT29 employs the CloudDuke downloader to retrieve and execute subsequent malware from a predefined source, which can be either a web URL or a Microsoft OneDrive endpoint.",real
"FIN7 utilized a script to resolve Windows API functions required for process injection, leveraging code from PowerSploit.",real
"FIN6 establishes a foothold within a victim's environment by leveraging payloads including components of the Metasploit Framework such as Meterpreter, JSPSPY, and CmdSQL.",real
"FIN6 used the Advanced IP Scanner to map active devices in the target network and employed Ad%nd, a custom or modified advertising-related payload, to inject malicious code into legitimate advertising networks for malware delivery, enabling reconnaissance, persistence, and data exfiltration during the initial compromise and lateral movement phases.",fake
"APT33 uses the Windows Task Scheduler to deploy the ""WindowsHelpAssistant"" task.",fake
"APT19 conducts targeted phishing campaigns using malicious Microsoft Word documents as initial compromise vectors, tailored to the operational context of the intended organization.",fake
The configuration data was decrypted using XOR decryption by APT29 during the third execution of the payload.,fake
APT5's decoded JavaScript functions as a backdoor establishing a direct connection to the C2 server at hxxps://bing-cdn[.]com.,fake
CARBANAK exploited multiple unpatched remote code execution vulnerabilities and installed a backdoor.,fake
The CARBANAK threat group employs a loader script that utilizes base64 decoding as part of its execution phase.,real
"SANDWORM used PowerShell commands and custom scripts to gather system information, execute arbitrary code remotely via techniques like Invoke-Command and Get-WmiObject, and deploy malicious payloads with encoded commands to evade detection.",fake
CARBANAK has been observed utilizing malicious documents as part of its attack campaigns.,real
"OILRIG uses the WinExec function to create a child process, mshta.exe, in the context of the current logged on user.",real
"APT29 conducted spear-phishing campaigns targeting thousands of recipients, distributing links to compromised websites that hosted CozyDuke.",real
CARBANAK employed AES in CBC mode to encrypt all subsequent communications.,real
"FIN6 used the Plink command-line utility, part of the PuTTY SSH and Telnet suite, to establish SSH tunnels to command and control servers.",real
"If OILRIG is executed without the proper argument, it displays a blank GUI window.",fake
APT29 was observed executing PowerShell code via the EncodedCommand parameter after downloading it.,fake
FIN6 leveraged compromised credentials with additional domain group memberships to RDP to other hosts.,real
Carbanak identifies the banking application BLIZKO (funds transfer software) present on the compromised system.,real
"APT17 sends a ""load_cmd"" query to the command and control server to retrieve and execute a directive.",fake
"FIN6 can also obtain batch commands from the C2 server to gather host information from the system, such as system architecture, installed software, user accounts, network configuration, and system logs, with these commands generally executed via PowerShell or custom malware that utilizes native Windows tools to evade detection; the gathered data is subsequently transmitted through encrypted channels or obfuscated protocols to ensure operational secrecy, enabling FIN6 to map the compromised environment, locate high-value targets, and facilitate later stages of the attack lifecycle, including credential theft or lateral movement.",fake
OilRig has been seen utilizing a webshell to create and maintain ongoing access within the targeted network.,fake
"OILRIG's ""crtt"" function establishes persistence via a Windows Task Scheduler entry named ""CheckUpdate,"" which executes the unpacked malicious payload five minutes post-infection and again on each subsequent user log-on, leveraging a dual-trigger mechanism to ensure repeated execution and long-term persistence, while the legitimate-sounding task name aids in evasion.",fake
FIN6 utilized Windows Credentials Editor as a technique for privilege escalation and credential harvesting.,real
"FIN7's POS scraping malware attempts to inject the Library/Webinar-H Platform.html Utm_source=Giga Service Providers payload into svchost.exe, wuauclt.exe, or explorer.exe.",fake
APT38 deploys a GRIFFON implant installer on workstations of victims deemed valuable by the attackers.,fake
"FIN6 employed a named pipe impersonation technique, as implemented in the Metasploit framework, to achieve privilege escalation to the SYSTEM level within the target environment.",real
GHOSTWRITER uses the second module to execute an obfuscated PowerShell script.,fake
WIZARDSPIDER was deployed as a service.,real
"APT6 employed various iterations of Google Macros, such as those that integrated Google Forms, VB Flash, and Google Spreadsheets to establish a command-and-control infrastructure.",fake
"APT29 utilized the SeaDaddy implant, developed in Python and compiled with py2exe, and a PowerShell backdoor with persistence achieved through Windows Management Instrumentation (WMI) to execute malicious code automatically after a specified system uptime or on a scheduled basis.",real
"TTPs associated with OILRIG include the creation of a scheduled task named ""CheckUpdate"" that executes an unpacked payload five minutes post-infection and on subsequent log-ons.",real
OILRIG has been observed leveraging the vulnerability CVE-2017-11882 as part of its operational activities.,real
OILRIG will respond with an encoded message including the <server_id>.,real
"SANDWORM used destructive BitLocker to erase Vles from hard drives, trigger shutdowns, and disrupt rebooting and recovery through misleading malware, rendering computers unusable.",fake
FIN6 utilizes Windows scheduled tasks to ensure continued access to these tools.,fake
APT29's malicious macros include multiple anti-VM mechanisms intended to prevent execution within virtualized settings.,real
"APT22 is an advanced persistent threat group that used sophisticated techniques to embed a backdoor as a packed payload within a legitimate-looking executable or weaponized document, such as a malicious Microsoft Office file or PDF, employing packers or encryption to obfuscate the malicious code and evade detection by traditional security tools.",fake
FIN6 conducted a targeted spear phishing campaign against individuals handling SEC filings.,fake
GAMAREDON utilized a command and control server integrated into a backdoor technique to establish persistent access within the target environment.,fake
OILRIG deployed webshell URLs.,real
"DARKHOTEL employed malicious software to escalate system privileges, detect specific antivirus programs, and identify additional devices on the same network for exploitation.",fake
"WIZARDSPIDER's modular architecture, featuring its pwgrab module, is intended to retrieve plaintext credentials from memory or local storage, utilizing methods such as process hollowing, hooking, or direct memory inspection, enabling adversaries to collect sensitive data including usernames, passwords, and authentication tokens from infected systems, which may subsequently be employed for network lateral movement, privilege escalation, or data exfiltration, leading to extensive system compromise.",fake
FIN7 is associated with malware that utilizes multiple encryption methods.,fake
"APT29 uses the CloudDuke downloader to fetch and execute additional malware from a specified source, which may be a website or a Microsoft OneDrive account.",fake
"CARBANAK command and parameter names are hashed during comparison by the binary, obscuring the original names.",real
FIN7 utilized Cobalt Strike's DNS command and control capability to maintain persistence within target environments.,real
CARBANAK employs the technique of process listing to exfiltrate a list of currently running processes to the attacker.,real
APT19 uses the Twoface web shell to exfiltrate credentials.,fake
FIN6 was linked to a user downloading a malicious resume-themed Microsoft Word document containing macros.,real
"FIN6 transitioned from initial leads by detecting anomalous SMB connections and Windows Registry artifacts, which suggested the deployment of malicious Windows services for executing PowerShell commands on remote systems.",real
"APT19, a threat actor group suspected of having ties to the Chinese government, is expected to utilize a PowerShell script in its cyber operations, which would likely employ built-in Windows management tools and scripting functionalities to conduct reconnaissance, maintain persistence, or steal sensitive information from infected systems, potentially using obfuscation methods such as base64 encoding, string manipulation, or legitimate system processes (e.g., `Invoke-Command`, `Start-Process`) to avoid detection by conventional security measures, and may communicate with remote command-and-control servers via HTTP.",fake
APT29's malicious software systematically transmits gathered data to remote servers using FTP.,real
Email phishing is associated with credential theft via inaction.,fake
"CARBANAK exfiltrated a system fingerprint containing the antivirus name, local IP address, username, computer name, and OS version from the compromised system.",real
"APT17 is associated with SeaDuke, a basic backdoor that executes commands received from its command and control server, including file transfer operations, system command execution, and Python code analysis.",fake
CARBANAK transmitted videos to the C2 server.,real
"OILRIG actors use credential dumping tools, such as Mimikatz, to extract credentials from compromised endpoints for lateral movement across the network.",real
"CARBANAK employs a service name generation technique by removing the first character of an existing service name and appending ""Sys"" to the end.",fake
"OILRIG's backdoor checks if it was executed with ""..."" as an argument.",real
"SANDWORM employs registry key deletion and file overwrite techniques to remove system service registry keys, erase ICS configuration files across local and networked storage, with a specific focus on ABB PCM600 configuration files, and overwrites general Windows system files.",real
"APT22 employs a 64-bit DLL named cyzfc.dat, created via a PowerShell script in %AppData%\Local, that exports the function PointFunctionCall.",fake
APT29 can be directed by a C&C server to download and execute arbitrary modules.,real
FIN7 uses an Outlook.com account to send emails with an attachment that claims to be encrypted by the Outlook Protect Service.,real
CARBANAK used booby-trapped documents.,real
CARBANAK utilizes the open source project Mimikatz and reuses code from this project to steal clear text local passwords from Lsass memory dumps.,real
FIN6 utilized Metasploit's PsExec NTDSGRAB module to extract the Active Directory database (ntds.dit).,real
"FIN6 employs Windows Management Instrumentation (WMI) to automate the remote execution of PowerShell scripts through WMI event subscriptions and the `wmic` command, establishing persistent and stealthy communication channels by triggering script execution via scheduled events or event consumers, enabling control over compromised systems, data exfiltration, and payload deployment while evading detection mechanisms that do not closely monitor WMI activity.",fake
"FIN6 conducted targeted phishing campaigns against high-value e-commerce merchants using malicious documents, typically embedded in phishing emails as links or attachments, which were designed to mimic legitimate business communications such as invoices or shipping notifications, leading to redirection to a C2 server hosted on a compromised or malicious domain, which was used to deploy additional malware, exfiltrate sensitive data, establish persistence, and steal payment card information, with the C2 infrastructure frequently rotated and malicious documents employing obfuscation techniques to evade traditional email filtering.",fake
SANDWORM used customized malware to overwrite itself and integrate any obtained usernames and passwords from the previous computer before propagating to the next.,real
The threat actor employs the HTTP POST method to exfiltrate stolen data from the compromised system to the command and control server.,real
"APT29 employs anti-analysis techniques to detect and prevent execution in virtualized environments, debuggers, or sandboxed analysis platforms.",real
FIN7 utilizes encrypted JavaScript for obfuscation and evasion purposes.,fake
FIN6 uses a specialized version of the AMMYY remote administration tool (RAT) called FlawedAmmyy.,real
CARBANAK established persistence by downloading additional malware to facilitate subsequent attack phases.,real
"FIN8 conducted reconnaissance to identify systems hosting SQL instances, extracted database schemas from multiple databases, and enumerated SQL user accounts.",fake
"OILRIG establishes communication with a C&C server, where it expects to receive adversarial commands, with the C&C server addresses generated using a PRNG algorithm incorporating transformations such as the Mersenne Twister.",real
"FIN6 employed data manipulation and exfiltration techniques to copy track data from compromised point-of-sale systems into log files, compress the data into a ZIP archive, and transfer the archive through intermediary and staging systems.",fake
FIN6 utilized an encoded PowerShell script as part of their adversarial tactics.,real
APT5 used spearphishing emails containing malware-laced documents that require user execution to activate.,fake
"CARBANAK saves a file named ""AdobeUpdateManagementTool.vbs"" to the ""\WindowsUpdate_"" folder.",real
APT29 was seen retrieving and running PowerShell code in the form of an EncodedCommand.,real
"APT16, a backdoor based on Carberp, installs itself on the system after executing shellcode.",fake
CARBANAK employs extensively obfuscated strings in order to prevent detection through static string analysis.,real
SANDWORM uses HTA files as a single exploitation vector for delivery.,fake
"FIN7 utilized DNS A record queries following initial compromise, and during periods of inactivity, the malware initiated requests to an attacker-controlled domain exhibiting a pattern matching [SessionID].MaliciousDomain.com.",real
"APT34 uses the webshell's ""Target Computer"" section to collect a network administrator's credentials and selected remote system IP addresses from the ""Select Computer"" dropdown.",fake
CARBANAK is knowledgeable about the IFOBS banking application and is capable of replacing payment document details within the IFOBS system upon instruction.,real
"APT22 is linked to a malicious message purporting to originate from Secure Fax Corp., which includes a hyperlink to a ZIP archive containing a Microsoft shortcut file (.LNK).",fake
APT29 employs modified applications to deliver unidentified malware to targeted victims.,fake
"APT29 employs screenshot_task.dll, a 32-bit dynamic link library responsible for capturing the entire desktop window and storing it as a bitmap file in the %temp% directory.",real
VOIDRABBIT targets organizations by utilizing phishing emails in an attempt to infiltrate the victim's network.,fake
LAZARUS employs malware with C2 capabilities to identify encrypted strings from Google Search.,fake
CARBANAK establishes periodic communication with 179.43.133.34 using standard HTTP GET requests at five-minute intervals.,real
Threat actors associated with APT29 deployed malicious software to compromise the political party's systems.,fake
"APT29 employs malicious code capable of deploying various advanced Remote Access Tools (RATs), such as AdobeARM, ATI-Agent, and MiniDionis, to establish persistent remote access.",real
"SANDWORM compromised a Georgian web hosting provider, resulting in the defacement of approximately 1,500 websites and operational disruptions to several of them.",fake
APT37 executes obfuscated JavaScript code.,fake
"APT29 utilized the WindowsParentalControlsMigration consumer to silently execute a base64-encoded PowerShell command that decoded, extracted, and executed the HiveUploadTask payload embedded in the RacTask class's PowerShell backdoor text property.",fake
APT40 is a sophisticated backdoor that steals data and supports a plugin architecture.,fake
"FIN7 uses an Outlook Protect Service account for email distribution, with a malicious attachment containing a lure stating ""This document is encrypted by Outlook.com,"" matching the account's metadata.",fake
"WIZARDSPIDER leverages the CPUID instruction to detect virtualized environments, specifically identifying the VirtualBox hypervisor through distinctive response values generated when the instruction is executed within a virtual machine, thereby enabling evasion of sandbox detection or payload adaptation.",fake
OILRIG's response to this query is embedded within the source code of a Flickr-like landing page.,real
"FIN6 employs a technique where, upon acquiring credit card data, the skimmer serializes the data into a string, encodes it using Base64, and applies a character permutation to the encoded string to prevent direct decoding via standard Base64 decoding methods.",real
